"fh_cl";"wvs_confgov";"wef_fgo";"diat_ati";"wbgi_cce";"wef_ebf";"wef_pr";"wbgi_pse";"eiu_fog";"fe_cultdiv";"fe_etfra";"al_language";"fac1";"fac2"
3;2.6236081;2.83243536949158;46;-0.587282299995422;3.66524767875671;4.1013765335083;-1.16435170173645;5.3600001335144;0.11605942;0.16075397;0.835952520370483;-1.21882125152758;-0.16651948501531
1;1.9039086;3.2950587272644;64;0.584751904010773;4.16553592681885;4.36445474624634;1.02869367599487;6.42999982833862;0.040702939;0.04725498;0.0468132011592388;1.38960332872802;-1.81603819169339
2;1.8295816;2.37950778007507;59;-0.257870405912399;3.19485259056091;3.8506383895874;0.0683018490672112;6.07000017166138;0.26496869;0.29976106;0.172327801585198;-0.566444464073034;-0.806276148458537
5;2.398901;2.37992215156555;39;-1.01703691482544;3.35397100448608;2.79246950149536;-0.82843005657196;2.85999989509583;0.31079626;0.33299798;0.248519793152809;-2.28588754741422;-0.931270504100179
4;3.0135267;5.33703660964966;39;2.1545033454895;6.41237592697144;6.37764692306519;1.34129786491394;7.5;0.38786197;0.38786203;0.383518010377884;3.27337577929225;1.75895446967956
1;1.6884615;2.6278715133667;66;0.813005149364471;4.17374658584595;4.41026878356934;0.915062427520752;7.5;0.16959161;0.23112303;0.220109194517136;1.24059525950576;-0.577244349557078
2;2.4274857;2.5676577091217;67;-0.16525088250637;4.28260231018066;5.40152597427368;-0.0209495611488819;8.21000003814697;0.53012216;0.87957501;0.865239977836609;-0.356637585719207;3.32153571401219
6;2.5336182;2.49432468414307;23;-1.26981246471405;3.85117292404175;2.60282850265503;-0.790312469005585;1.28999996185303;0.14126861;0.36620003;0.447226792573929;-2.51779469497745;-1.0059530744744
1;1.9313759;3.3061683177948;70;1.04787576198578;4.49086380004883;4.84817218780518;-0.0127260545268655;7.5;0.26278663;0.50216198;0.413217812776566;0.802505515955946;0.796997452250415
1;2.5982072;5.33390378952026;77;2.30792307853699;6.21743059158325;5.90374946594238;1.16033554077148;9.64000034332275;0.18947107;0.18947107;0.19675600528717;3.84186092730224;0.3330043551733
4;2.5361392;2.84963154792786;43;-0.343929380178451;3.93034696578979;3.72141408920288;-1.20876979827881;6.07000017166138;0.43137497;0.43137497;0.634443998336792;-1.45481774213649;0.979836719083487
2;2.3059938;2.56863903999329;56;-0.29190981388092;3.54174470901489;4.06531620025635;0.118107110261917;7.1399998664856;0.38048822;0.64691901;0.12512019276619;-0.538683472437229;0.340844149562604
4;1.7762803;3.44557881355286;22;-0.145372614264488;4.01542091369629;4.25105905532837;-0.74212247133255;5;0.033383131;0.03945595;0.0124220000579953;0.0291618742138006;-2.2721579225126
4;2.706388;3.0385525226593;51;0.167224064469337;4.04422569274902;4.54475021362305;-1.19408869743347;6.78999996185303;0.29850399;0.29850399;0.221633896231651;-0.211597967353614;-0.308191838871371
3;1.9282005;2.48697423934936;44;-1.02938687801361;3.21961045265198;2.73109865188599;-0.102188862860203;4.6399998664856;0.25838727;0.41859996;0.474107712507248;-1.95120790395881;-0.319649928396665
5;2.179719;2.99606037139893;34;-0.586282908916473;3.82714796066284;4.0199179649353;-1.46468663215637;4.6399998664856;0;0.16379994;0.0236990004777908;-0.783180517370014;-2.29176018844512
1;1.8649399;4.24056148529053;70;1.63971447944641;5.88394355773926;6.20423936843872;0.411211788654327;7.5;0.1839385;0.32448739;0.0531692989170551;2.8398100808528;0.0352634269116054
1;2.2269332;3.22324562072754;70;1.3776513338089;4.99882555007935;4.98019123077393;0.632173895835876;7.5;0.27132064;0.49095702;0.251370668411255;1.58934824326353;0.662449335099012
1;2.6287487;3.97917580604553;69;1.31913638114929;4.95962238311768;5.0054030418396;0.710505604743958;8.93000030517578;0;0.21759999;0.0817222967743874;2.44473280184652;-1.03096609667715
6;2.0757575;2.12931776046753;22;-1.2307413816452;3.00453567504883;3.31855130195618;-2.41025185585022;1.42999994754791;0.078400016;0.078400016;0.0079816998913884;-2.60621623966413;-2.87491184054949
